NOMBRE_COMUNA_EGRESO;NOMBRE_UNIDAD_EDUC;PROMEDIO_COLEGIO
CERRO NAVIA;COLEGIO ENRIQUE ALVEAR DE CERRO NAVIA;560.5624528301887
LAS CONDES;COLEGIO WENLOCK SCHOOL;797.0383783783783
SAN MIGUEL;COLEGIO KING´S SCHOOL;593.0360869565218
INDEPENDENCIA;COLEGIO ELENA BETTINI;588.1524528301887
LAMPA;COLEGIO ALBORADA DE LAMPA;547.3157142857143
HUECHURABA;COLEGIO SAN FRANCISCO JAVIER DE HUECHURABA;792.6382644628098
LA FLORIDA;COLEGIO PART. ALCANTARA DE LA CORDILLERA;686.6818644067797
ÑUÑOA;LICEO LENKA FRANULIC;685.7784745762712
LA FLORIDA;COLEGIO NOVA TERRA;604.8097619047619
PUENTE ALTO;LICEO JOSE ABELARDO NUNEZ Nº5;597.5029885057471
SAN BERNARDO;COLEGIO LOS PENSAMIENTOS DE SAN BERNARDO;582.215
COLINA;COLEGIO PUMAHUE CHICUREO;730.1207142857143
PAINE; ;605.5062594268477
LA FLORIDA;COLEGIO PARTICULAR ANTILHUE;747.1205309734513
SAN BERNARDO;COLEGIO SCHOOL TIME;655.0
MELIPILLA;COLEGIO SANTA MONICA DE MELIPILLA;686.8326
QUILICURA;COLEGIO JUAN LUIS UNDURRAGA ANINAT;566.4990243902439
VITACURA;COLEGIO EL CARMEN TERESIANO I;625.99125
CALERA DE TANGO;COLEGIO SAN BARTOLOME DE NOS;656.8636363636364
LA FLORIDA;COLEGIO EMMANUEL HIGH SCHOOL;625.0990196078432
SANTIAGO;COLEGIO SAN SEBASTIAN;588.0247916666666
MAIPU;LICEO BICENTENARIO DE NIÑAS DE MAIPU;701.5015384615384
TALAGANTE;COLEGIO PART. SAGRADO CORAZON DE TALAGANTE;700.2374015748031
LO PRADO;LICEO BICENTENARIO POETA PABLO NERUDA;579.5482926829268
TILTIL;LICEO HUERTOS FAMILIARES;540.5902222222222
PEDRO AGUIRRE CERDA;ESCUELA PARTICULAR JOSE A.ALFONSO;672.0763793103448
MAIPU;LICEO REINO DE DINAMARCA;515.097012987013
PROVIDENCIA;COLEGIO ESPECIAL HOSPITALARIO CON TODO EL COR;515.125
LAS CONDES;LICEO BICENTENARIO SANTA MARIA DE LAS CONDES;683.5405797101449
LA REINA;COLEGIO BRITISH ROYAL SCHOOL;769.9001470588236
LA FLORIDA;COLEGIO CRISTIANO EMMANUEL;650.1783720930232
INDEPENDENCIA;LICEO MIGUEL RAFAEL PRADO;590.8796907216495
LA FLORIDA;CENTRO EDUCACIONAL LONDON;561.6810810810811
BUIN;LICEO ALTO JAHUEL;534.985625
BUIN;LICEO FRANCISCO JAVIER KRUGGER ALVARADO;524.3106896551724
LA FLORIDA;COLEGIO PART. ANDARES DE LA FLORIDA;573.6819230769231
SAN JOAQUIN;COLEGIO POLIV. ARZOBISPO MANUEL VICUNA;558.5631428571428
ÑUÑOA;COLEGIO HENRY FAYOL;649.9444444444445
ISLA DE MAIPO;CENTRO EDUC. PART. MARIA REINA INMACULADA;566.4315753424657
PUDAHUEL;COLEGIO BICENTENARIO SAN ALBERTO HURTADO DE PUDAHUEL;591.7346666666666
SANTIAGO;COLEGIO PARTICULAR OZANAM;619.3405714285715
CURACAVI;ESC.NUESTRA SENORA DEL CARMEN DE CURACAV;615.2505714285714
BUIN;COLEGIO CAMPANARIO;790.7823913043478
PEDRO AGUIRRE CERDA;EST. EDUC. PART. ARCANGEL GABRIEL N° 2;588.4120408163265
MAIPU;ESCUELA BAS. ECHAURREN N° 2;667.0
COLINA;COLEGIO SAN NICOLÁS DIÁCONO;701.470843373494
SAN JOSE DE MAIPO;COLEGIO PART. ANDINO ANTUQUELEN;616.1085
MAIPU;COL.PARTICULAR SAN VALENTIN DE MAIPU;634.8116666666666
MELIPILLA;COLEGIO PARTICULAR ALONSO DE ERCILLA;630.8774324324324
SAN BERNARDO;COLEGIO MONTESSORI;600.8532608695652
PAINE;ESCUELA PART. NAHUEL;726.4276136363636
PROVIDENCIA;COLEGIO LATINOAMERICANO DE INTEGRACION;650.7405
QUILICURA;COLEGIO PART. SAN ADRIAN DE QUILICURA;654.1130841121496
LAS CONDES;COLEGIO SEMINARIO PONTIFICIO MENOR;703.3160655737705
SANTIAGO;COLEGIO WUNMAN;620.4696875
SAN MIGUEL;COLEGIO SAN CRISTOBAL COLLEGE;685.75
PEÑALOLEN;LICEO ANTONIO HERMIDA FABRES;529.9725
MAIPU;COLEGIO ROSITA SANCHEZ;573.5975757575758
EL MONTE;COLEGIO LOS ROBLES DE LOS LIBERTADORES;565.7207692307693
CERRO NAVIA;LICEO BICENTENARIO DE  EXCELENCIA NACIONAL DE;564.1203448275862
CURACAVI;NORTH CROSS SCHOOL;621.4186567164179
LA FLORIDA;COLEGIO PART. FAMILIA DE NAZARETH;615.0022950819672
CALERA DE TANGO;COLEGIO SAN ANDRES DE CALERA DE TANGO;604.792
LAS CONDES;COLEGIO DEL VERBO DIVINO;813.9133689839572
PUDAHUEL;COLEGIO EL PRADO;554.5387096774194
COLINA;COLEGIO SAN  ANSELMO;823.6591608391608
PEÑALOLEN;COLEGIO ALICURA;554.8566666666667
PEÑAFLOR;COLEGIO DREYSE BELSER;553.108
SAN RAMON; ;605.5062594268477
PUENTE ALTO;COLEGIO NUEVO HORIZONTE DE PUENTE ALTO;556.3121212121212
INDEPENDENCIA;COLEGIO POLITEC. AVENIDA INDEPENDENCIA;549.0
TALAGANTE;COLEGIO INSTITUTO DE CIENCIAS Y TECNOLOGÍA TALAGANTE;568.0475675675675
COLINA;LICEO BICENT. PROV.STA. TERESA DE LOS ANDES;681.1375229357799
RECOLETA;COLEGIO ALBERT EINSTEIN;643.6644230769232
MAIPU;COLEGIO CENTRO EDUCACIONAL ROUSSEAU;585.5164583333334
SAN BERNARDO;LICEO NACIONAL BICENTENARIO DE EXCELENCIA;673.7776984126984
SAN BERNARDO;COLEGIO  FITZROY COLLEGE;569.851590909091
MARIA PINTO;LICEO MUNICIPAL POLIVALENTE MARIA PINTO;538.4878321678322
SANTIAGO;COLEGIO INSTITUTO ARTÍSTICO DE ESTUDIOS SECUNDARIOS DE LA UNIVERSIDAD DE CHILE;662.275
LA FLORIDA;COLEGIO AMERICAN BRITISH COLLEGE;740.9608955223881
ÑUÑOA;ESCUELA PARTICULAR CARMEN ARRIARAN;617.27
VITACURA;COLEGIO SAN ESTEBAN DIÁCONO;681.4072289156627
SAN JOSE DE MAIPO;COLEGIO RAFAEL EYZAGUIRRE;593.1401428571428
PEÑALOLEN;ESCUELA BAS. SAN JOSE DE PENALOLEN;539.8434285714286
SAN BERNARDO;LICEO CLARA SOLOVERA;535.01
SAN BERNARDO;INSTITUTO COMERCIAL BARROS ARANA;570.7685365853658
PUDAHUEL;LICEO CIUDAD DE BRASILIA;557.5315151515151
LO BARNECHEA;COLEGIO HUELQUEN MONTESSORI;664.105625
COLINA;COLEGIO DUNALASTAIR VALLE NORTE;765.1196992481202
LO PRADO; ;605.5062594268477
ISLA DE MAIPO;COLEGIO VILLA EL SOL;620.5776363636363
ESTACION CENTRAL;COLEGIO SAO PAULO;591.2355
COLINA;COLEGIO KIMEN MONTESSORI;670.0477272727272
LAS CONDES;COLEGIO QUIMAY;589.2972222222222
LAMPA;LICEO MUNICIPAL BICENTENARIO DE BATUCO;534.7564935064935
LA FLORIDA;COLEGIO PART. NEW LITTLE COLLEGE;632.192261904762
LAMPA;ESCUELA PART. MASTER SCHOOL DE LAMPA;557.1032142857142
ESTACION CENTRAL;COLEGIO POLIVALENTE PRINCIPE DE GALES;584.7529870129871
ÑUÑOA;COLEGIO FRANCISCO ENCINA;816.81125
SAN MIGUEL;COLEGIO RELIGIOSO SANTA MARGARITA;566.2859677419356
TALAGANTE;COLEGIO LOS CEIBOS;629.25
TALAGANTE;COLEGIO LOS  ALERCES  DE  TALAGANTE;588.9719047619049
ÑUÑOA;COLEGIO LA FONTAINE;713.7772222222222
LA REINA;COLEGIO TERRANOVA;709.1147540983607
LA PINTANA;COLEGIO SANTO TOMAS;553.217619047619
QUINTA NORMAL;COLEGIO CORAZON DE JESUS;605.0752941176471
SAN BERNARDO;LICEO IND. MIGUEL AYLWIN GAJARDO;508.7098387096774
LO ESPEJO;ESC. PART.ADVENTISTA BUENAVENTURA;574.4425862068965
COLINA;COLEGIO TERRA MONTE;563.671
LA FLORIDA;PIERRE TEILHARD DE CHARDIN;609.0647
EL BOSQUE;COLEGIO TENIENTE DAGOBERTO GODOY;565.5277419354838
LA REINA;COLEGIO NUESTRA SEÑORA DEL CAMINO;757.86
QUILICURA;LICEO BICENTENARIO DE EXCELENCIA FRANCISCO BILBAO BARQUIN DE QUILICURA;643.7924999999999
PEÑALOLEN;COLEGIO JESUS SERVIDOR;579.9780434782609
LA REINA;COLEGIO THE GRANGE SCHOOL;847.4891411042945
LA FLORIDA;COLEGIO SANTA CECILIA DE LA FLORIDA;709.2758620689655
LAS CONDES;COLEGIO LA GIROUETTE;795.2215384615384
TALAGANTE;ESCUELA BASICA NEHUEN;640.6673584905661
MELIPILLA;COLEGIO SAN MANUEL;605.3125
MAIPU;COLEGIO ELLEN COLLEGE;508.53000000000003
PROVIDENCIA;COLEGIO ALEMAN SANKT THOMAS MORUS;768.6374324324324
PIRQUE;LICEO  EL PRINCIPAL;548.4096721311475
INDEPENDENCIA;COLEGIO SANTA MARIA CERVELLON;694.8048275862069
PADRE HURTADO;COLEGIO SANTA MARIA GORETTI DE PADRE HUR;584.076862745098
LA PINTANA;ESC BASICA PART SAN JOSE DE LA FAMILIA;617.5246534653465
PUENTE ALTO;COLEGIO  MANQUECURA PUENTE ALTO;737.727572815534
PUDAHUEL;COLEGIO TERRA AUSTRALIS;613.4691666666666
SAN BERNARDO;COLEGIO PALMARES VALLE LOS CÓNDORES;643.5685074626865
LA GRANJA;LICEO TECNICO PROFESIONAL PATRICIO AYLWIN AZOCAR;559.7566666666667
LA FLORIDA;COLEGIO SAINT JOSEPH C. THOMAS SCHOOL;612.4755
PROVIDENCIA;COLEGIO AULA CLINICA SANTA MARIA;609.684
PUENTE ALTO;LICEO POLIVALENTE DE CASAS VIEJAS MIGUELINA MERA LAGOS;574.0699999999999
PAINE;ESCUELA BÁSICA SAN GENNARO;638.1141025641026
EL BOSQUE;COLEGIO EL ALMENDRO;592.5097826086957
PEÑALOLEN;ESCUELA BASICA N°1889 BARRIE MONTESSORI Nº 2;683.3958333333334
LA FLORIDA;COLEGIO SANTA PATRICIA DE LA FLORIDA;560.6728571428572
CERRO NAVIA;COLEGIO BICENTENARIO SAN DAMIAN DE MOLOKAI;575.8445454545455
PROVIDENCIA;COLEGIO THE KENT SCHOOL;834.5549253731343
PUDAHUEL;COLEGIO SANTIAGO DE PUDAHUEL;595.3542857142858
PUENTE ALTO;LICEO BICENTENARIO SAN PEDRO DE PUENTE ALTO;753.1444366197182
LA FLORIDA;BICENTENARIO COLLEGE;532.6251612903226
LAS CONDES;INSTITUTO PRESIDENTE ERRAZURIZ;676.384126984127
TALAGANTE;COLEGIO TREBULCO;818.64
LA GRANJA;ESCUELA PARTICULAR CLAUDIO MATTE;635.5405982905983
LA REINA;COLEGIO LA ABADIA;702.13775
LA REINA;COLEGIO EL CARMEN TERESIANO;649.29
PAINE;COLEGIO SAN FRANCISCO DE PAINE;761.14225
SAN BERNARDO;ESCUELA BASICA ELIODORO MATTE OSSA;595.655
PROVIDENCIA;COLEGIO MANANTIALES;580.96
LAS CONDES;COLEGIO CRECES;421.5
LAS CONDES;COLEGIO SAINT ANDREW;699.4722
BUIN;ESCUELA BÁSICA N 149 SAN MARCEL;556.5235294117647
CERRO NAVIA;COLEGIO SAN FRANCISCO JAVIER;568.72
LA FLORIDA;ESCUELA BELLAVISTA;571.145
INDEPENDENCIA;COLEGIO CIENTIFICO HUMANISTA ALVARO COVARRUBIAS;632.0716
SAN BERNARDO;SAN IGNACIO COLLEGE;567.4905
MAIPU;LICEO EL LLANO DE MAIPU;549.8495454545455
QUILICURA;COLEGIO PADRE PEDRO ARRUPE SAGRADA FAMILIA;568.8473684210527
LAS CONDES;COLEGIO CORDILLERA DE LAS CONDES;834.3009999999999
SAN RAMON;ESCUELA PARTIC PARROQUIAL DOMINGO SAVIO;570.6323703703704
LO PRADO;ESCUELA PARTICULAR FRINGS COLLEGE;606.8088372093023
SANTIAGO;COLEGIO SANTA CRUZ;628.9306306306306
COLINA;COLEGIO LINCOLN INTERN ACADEMY VALLE NORTE CHICUREO;810.836
ÑUÑOA;INSTITUTO PABLO NERUDA;586.4286956521739
MELIPILLA;CENTRO EDUCACIONAL MENESIANO;563.6912765957447
PUENTE ALTO;COLEGIO LOS AROMOS;705.890625
LO BARNECHEA;COLEGIO THE SOUTHLAND;693.8728571428571
QUILICURA;COLEGIO PART. SAN PEDRO DE QUILICURA;563.8859493670885
PEÑALOLEN;COLEGIO MONTAHUE DE PEÑALOLEN;646.2857142857143
BUIN;INSTITUTO SAN ALBERTO HURTADO;665.0
MAIPU;COLEGIO CENTENARIO;655.0690476190476
CALERA DE TANGO;COLEGIO INSTITUTO CALERA DE TANGO;542.95109375
PEÑAFLOR;ESCUELA PREMILITAR  GENERAL BERNARDO OHIGGINS RIQUELME;556.7957142857143
LO PRADO;ESCUELA PROFESORA GLADYS VALENZUELA V;544.4226865671642
CALERA DE TANGO; ;605.5062594268477
LA FLORIDA;COLEGIO BOSTON COLLEGE ALTO MACUL;669.1375
PEÑALOLEN;COLEGIO PART. ANTUPIREN;628.5689017341041
RENCA;COLEGIO EL BOSQUE DE RENCA;518.73
VITACURA;LICEO BICENTENARIO DE EXCELENCIA MARIA LUISA BOMBAL;723.2211111111111
SANTIAGO;COLEGIO SANTA ISABEL;577.1097727272728
PROVIDENCIA;COLEGIO CAMBRIDGE COLLEGE;852.2742
QUILICURA;ESCUELA LUIS CRUZ MARTINEZ;546.3140579710144
ÑUÑOA;COLEGIO SUIZO DE SANTIAGO;789.6673584905661
EL BOSQUE;ESCUELA BASICA THE FOREST COLLEGE;611.3050000000001
LO BARNECHEA;COLEGIO EVEREST;808.76921875
LA FLORIDA;COLEGIO  ARTISTICO SOL DEL  ILLIMANI;554.2554347826087
BUIN;COLEGIO SAN FERNANDO DE BUIN;682.6504545454545
PUENTE ALTO;ESCUELA HOSPITALARIA PROVINCIA CORDILLERA PUENTE ALTO;535.0733333333334
PADRE HURTADO;COLEGIO MADRE DE JESUS;634.721320754717
PEÑALOLEN;ESCUELA BASICA N°2459, FRANCISCO VARELA;642.1985185185185
PROVIDENCIA;COLEGIO PART. JOSEFINO SANTISIMA TRINIDAD;709.37
ESTACION CENTRAL;ESCUELA PARTICULAR VILLA ESPANA;616.8118181818182
ÑUÑOA;COLEGIO APOSTOL SAN PEDRO;677.34375
PROVIDENCIA;ESCUELA BASICA JUAN PABLO DUARTE;626.6765957446809
ISLA DE MAIPO;LICEO BICENTENARIO MARIO BERTERO CEVASCO;614.7238383838384
LAS CONDES;COLEGIO EMAUS;622.0775
SAN JOAQUIN;ESC.PARA SORDOS DR. OTTE GABLER;485.75428571428574
LAS CONDES;COLEGIO LA VIRGEN DE POMPEYA;645.9765137614679
LAMPA;LICEO POLIVALENTE SAINT ANDREWS;570.2896428571429
MACUL;ESCUELA PARTICULAR REGINA MUNDI;573.1152631578948
LA FLORIDA;COLEGIO SAINT CHARLES COLLEGE LA FLORIDA;650.2929787234043
TALAGANTE;INSTITUTO TALAGANTE;650.8902127659575
MELIPILLA;COLEGIO JOSE M.BALMACEDA DE MELIPILLA;557.7767346938775
PAINE;COLEGIO ALTAZOL DEL MAIPO;549.3530612244898
MACUL;COLEGIO LIBERTADOR SIMON BOLIVAR;603.4798913043478
MAIPU;COLEGIO SAN ANDRES MAIPU EL BOSQUE;623.9708
QUINTA NORMAL;ESCUELA ANTUMALAL;891.5
SANTIAGO;COLEGIO ALTO PALENA;607.6600000000001
PUENTE ALTO;COLEGIO TERRA ANDINA;591.5081818181818
MAIPU;COLEGIO ALBERTO PEREZ;671.9551572327043
MAIPU;COLEGIO SOFIA INFANTE HURTADO;583.3253333333333
COLINA;ESCUELA BAS. SAN SEBASTIAN DE COLINA;624.7970212765957
PEÑALOLEN;COLEGIO MONTEVERDE;611.453628318584
LA FLORIDA;COLEGIO ALMENDRAL;586.8958974358974
ISLA DE MAIPO;COLEGIO ALTO DEL MAIPO;555.9388
PAINE;ESC. BASICA MUNICIPAL PAULA JARAQUEMADA ALQUI;546.7368571428572
LAMPA;COLEGIO SOL DEL VALLE;629.4586238532111
LO BARNECHEA;COLEGIO THE NEWLAND SCHOOL;822.118064516129
LAS CONDES;COLEGIO DUNALASTAIR;788.448661971831
LA PINTANA;COLEGIO SAN MARTIN DE PORRES DE LA PINTANA;504.142
PAINE;LICEO POLIVALENTE GREGORIO MORALES MIRANDA;522.4042990654206
SANTIAGO;COLEGIO MARIA LUISA VILLALON;669.5925
PEÑALOLEN;COLEGIO PARTICULAR JORGE PRIETO LETELIER;618.5611111111111
COLINA;COLEGIO HIGHLANDS;768.34875
COLINA;COLEGIO MONTESSORI PUCALAN;760.2159090909091
PADRE HURTADO;INSTITUTO PREMILITAR DE CHILE;579.1824
PUENTE ALTO;COLEGIO EL SEMBRADOR;631.3614906832298
QUILICURA;ESCUELA BÁSICA PALMARES ORIENTE;661.9010852713179
BUIN;COLEGIO BUIN;774.2264285714285
HUECHURABA;COLEGIO SAINT JOSEPH SCHOOL;764.4605263157895
ÑUÑOA;COLEGIO EL ROBLE;569.0507142857143
MELIPILLA;COLEGIO PARTICULAR LAS ACACIAS DE MELIPILLA;524.7926086956521
SAN BERNARDO;ESCUELA BAS. KINGS SCHOOL;599.8010344827586
PUENTE ALTO;COLEGIO POLIVALENTE ANTARES;535.2082142857142
LO BARNECHEA;COLEGIO ANGLO AMERICAN INTERNATIONAL SCHOOL;624.1531578947369
BUIN;COLEGIO SAINT MARY COLLEGE;705.6704545454545
CONCHALI;LICEO POETA FEDERICO GARCIA LORCA;526.0222222222222
COLINA;LICEO PELDEHUE;535.8840789473685
SAN MIGUEL;ESCUELA PART.ESPECIAL CORPAMEG;507.505
LAS CONDES;COLEGIO INTERNACIONAL SEK CHILE;792.8
PIRQUE;COLEGIO ALMENAR DE PIRQUE;707.4397674418605
TALAGANTE;LICEO REPUBLICA DE GRECIA;586.4105128205127
LA FLORIDA;ESCUELA MARCELA PAZ;524.3138235294117
PEÑALOLEN;COLEGIO  EPULLAY;736.1640000000001
LA FLORIDA;LINCOLN COLLEGE LA FLORIDA;618.3696610169491
RECOLETA;LICEO INDUSTRIAL DE RECOLETA;520.8925454545455
PEÑALOLEN;ESCUELA BASICA N°2145 COLEGIO DUNALASTAIR PEÑALOLÉN;779.6685555555555
SAN RAMON;ESCUELA PARTICULAR ARTURO MATTE LARRAIN;588.2828395061729
TALAGANTE;COLEGIO JUGENDLAND SCHULE;659.6785714285714
MELIPILLA;COLEGIO SAYEN;582.9268292682926
PEÑAFLOR;COLEGIO AMERICAN SCHOOL;583.140625
LA REINA;COLEGIO RUBEN DARIO;654.2248936170213
MELIPILLA;ESC. BAS. NUESTRA SEÑORA Y MADRE DEL CARMEN;520.1094117647059
TILTIL;COLEGIO SAINT LOUIS SCHOOL;647.0777884615384
COLINA;ESCUELA PARTICULAR DESIREE;565.74035
SAN JOAQUIN;INSTITUTO DE EDUCACIÓN DE ADULTOS LA CASTRINA;574.49
MAIPU;COLEGIO DEL REAL;600.2142857142857
PEÑALOLEN;COLEGIO HIGHLANDS MONTESSORI SCHOOL OF SANTIAGO;636.612
SAN JOAQUIN;COLEGIO PESTALOZZI;522.7026666666667
PEÑAFLOR;COLEGIO TERRANOVA;709.1147540983607
HUECHURABA;COLEGIO MONTAHUE;577.25
MAIPU;COLEGIO POLIV. DIEGO PORTALES DE MAIPU;536.6944117647059
PAINE;LICEO  MARIA CARVAJAL FUENZALIDA;547.37609375
LO ESPEJO;COLEGIO SAN LUCAS DE LO ESPEJO;570.8572857142857
COLINA;INSTITUTO SAN MIGUEL;546.3753846153846
PUDAHUEL;COLEGIO PUDAHUEL;541.0543636363636
LA FLORIDA;ESCUELA PARTICULAR MSR.DIEGO ROSALES;603.2036
MAIPU;ESCUELA HOSPITALARIA EL CARMEN DE MAIPU;650.6483333333334
PEÑALOLEN;COLEGIO PUELMAPU;594.179090909091
MAIPU;ESC. PART. ARTISTICA EL TRIGAL;633.1455555555556
COLINA;COLEGIO CABO DE HORNOS;687.3510344827587
LAMPA;COLEGIO WESTON ACADEMY;658.7711965811966
RENCA;CENTRO EDUCACIONAL RENCA;499.863
LA PINTANA;COLEGIO SANTA SOFIA;576.7288571428571
PUENTE ALTO;COLEGIO RENACER TP;549.7521212121212
PUENTE ALTO;ESCUELA SANTA JOAQUINA DE VEDRUNA;634.3397142857143
PEÑAFLOR;ESCUELA  BASICA  N°200 COLEGIO  INTEGRAL TRABUNCO;565.5417647058823
SAN BERNARDO;ESC. BAS. Y ESP. NTRA. SRA. DE LAS NIEVES;534.1947826086956
SAN BERNARDO;LICEO CARDENAL ANTONIO SAMORE;524.7719047619047
SAN BERNARDO;COLEGIO DENHAM SCHOOL;682.325
MAIPU;ESCUELA INTERNACIONAL DE LIDERES CORONEL SANTIAGO BUERAS Y AVARIA;563.6
PEÑALOLEN;ESCUELA LUIS  ARRIETA CANAS;544.9599999999999
LO PRADO;ESC. BAS. Y ESP. CELEI;570.3888888888889
LO ESPEJO;COLEGIO SOL DE CHILE;553.9707692307692
SAN BERNARDO;COLEGIO ALTERRA;646.1607142857143
PUENTE ALTO;COLEGIO INTERNATIONAL COUNTRY SCHOOL;593.0185185185185
EL MONTE;ESC. BASICA  JAVIERA CARRERA VERDUGO;517.53
CONCHALI;LICEO MUNC.ALMIRANTE GALVARINO RIVEROS;564.1862857142858
LA REINA;COLEGIO HOSPITALARIO HOSPITAL MILITAR;568.25
CURACAVI; ;605.5062594268477
RENCA;COLEGIO  ALONSO  DE  CORDOVA;636.5646
LA CISTERNA;COLEGIO JOSE LUIS LEGRANGE DE LA CISTERNA;602.5
MACUL;COLEGIO PART. SWEDENBORG COLLEGE;645.3886486486487
LA REINA;COLEGIO SAINT JOHN´S VILLA ACADEMY;740.1029411764706
RECOLETA;LICEO DOCTOR JUAN VERDAGUER PLANAS;572.9421951219513
ÑUÑOA;COLEGIO ISABEL LA CATOLICA;662.551724137931
PEÑALOLEN;COLEGIO BICENTENARIO MATILDE HUICI NAVAS;600.1855555555555
PEÑAFLOR;COLEGIO EMMANUEL MOUNIER;466.3333333333333
SANTIAGO;INSTITUTO HERMANOS MATTE;633.3322159090909
LA PINTANA;COLEGIO POLIVALENTE INGLES;543.8261290322581
LA GRANJA;COLEGIO POLIVALENTE PADRE ESTEBAN GUMUCIO VIVES;572.5155555555556
LA REINA;COLEGIO SANTIAGO EVANGELISTA;697.2512903225806
CERRILLOS;COLEGIO PETER COLLEGE;619.4745454545455
SAN RAMON;ESCUELA HOSPITALARIA PADRE HURTADO;583.5
EL MONTE;COLEGIO ACADEMIA POLIVALENTE DE FORMACIÒN PREMILITAR GENERAL JOSE MIGUEL CARRERA;516.268125
LAS CONDES;COLEGIO SAN MIGUEL ARCANGEL DE LAS CONDES;778.7407407407408
TILTIL;ALTOS DEL HUERTO;551.0388888888889
COLINA;ESCUELA BASICA SANTA TERESA DEL CARMELO;593.1237777777777
PEÑAFLOR; ;605.5062594268477
LAS CONDES;COLEGIO ARABE;664.3125
LA FLORIDA;ESCUELA Y COLEGIO POLITECNICO LOS HEROES;539.8753846153846
BUIN;COLEGIO SAINT JAMES SCHOOL;700.0951282051282
COLINA;ESCUELA PART. SANTA MARIA DE GUADALUPE;558.0833333333334
TALAGANTE;COLEGIO TEGUALDA;551.6617241379311
BUIN;COLEGIO PATAGONIA DE BUIN;602.7941176470588
COLINA;COLEGIO RAYEN MAHUIDA;637.3888888888889
TALAGANTE;ESCUELA HOSPITALARIA PROVINCIAL DE TALAGANTE;565.68
LO BARNECHEA;COLEGIO MAIMONIDES SCHOOL;790.429375
COLINA;ESCUELA BAS. REINA NORTE;480.4
MELIPILLA;COLEGIO NUESTRA SENORA DE LA MERCED;652.0952380952381
RECOLETA;COL HOSP. CONSTRUYENDO SUEÑOS, CLINICA DAVILA;437.0
LA FLORIDA;ESCUELA HOSPITALARIA DOCTORA ELOISA DIAZ INSUNZA;544.5
SAN BERNARDO;COLEGIO HOSPITALARIO HOSPITAL DEL  PINO;609.5
LO BARNECHEA;COLEGIO HUINGANAL;829.5992857142857
LA FLORIDA;COLEGIO ADVENTISTA LA FLORIDA;655.6081818181818
SAN BERNARDO;CENTRO DE EDUCACION INTEGRADO DE  ADULTOS GLADYS LAZO Nº 2;496.0433333333333
PEÑALOLEN;ESCUELA BÁSICA Nº2490, COLEGIO INTERNACIONAL SEK AUSTRAL;759.738
LA FLORIDA;COLEGIO  ANDARES;687.5
PIRQUE;COLEGIO VIRGINIA SUBERCASEAUX;647.7142857142857
PEDRO AGUIRRE CERDA;ESCUELA ESPECIAL ARCANGEL GABRIEL;650.5
PEDRO AGUIRRE CERDA;ESC.BAS.PROFESORA AIDA RAMOS DIAZ;635.0
LAMPA;COLEGIO PUMAHUE CHICAUMA;754.01
TILTIL; ;605.5062594268477
SANTIAGO;LICEO DR HUMBERTO MATURANA ROMESIN;498.5
SAN PEDRO; ;605.5062594268477
PEÑALOLEN;INSTITUTO NACIONAL DE REHABILITACION PAC;516.0
PUENTE ALTO;ESC. BASICA N_ 116 ONCOLOG. DR. SOTERO DEL;458.0
